source,target,category,notes,example_source,example_wrong,example_correct
ァァァァ,아아아아아!,의성어,"비명이나 탄성을 나타내는 장음 표현이다. 한국어 소설 번역 시에는 단순히 글자를 나열하기보다, 인물의 감정 상태(절규, 환희, 고통 등)에 맞춰 느낌표의 개수나 모음의 길이를 조절하여 감정이 실린 비명처럼 처리해야 한다. '아아아아'와 같이 모음을 길게 늘어뜨리는 방식으로 의역한다.",「アッ、アアァァァァ！」,"「앗, 아아아아!」","“아, 아아아아아!”"
アアアア,"아, 아아아악!",의성어,"비명이나 절규를 나타내는 감탄사이다. 문맥에 따라 고통, 환희, 공포 등 감정의 결이 달라지므로 단순히 글자를 나열하기보다 느낌표나 문장 부호를 적절히 활용하여 한국어 구어체 비명으로 자연스럽게 의역해야 한다. '아아아아'처럼 단순 반복하는 것은 기계적인 느낌을 줄 수 있다.",「ア、アアアアッ！」,"「아, 아아아아!」","「아, 아아아악!」"
ダメーダメー,"안 돼, 안 돼",의성어,"상대방의 행위나 상황을 저지하려는 듯하면서도 쾌락에 굴복하는 복합적인 감정을 담아야 한다. 단순히 '안 돼'를 반복하기보다, 문맥에 따라 '안 돼, 안 돼...', '아, 안 돼...'와 같이 말줄임표나 감탄사를 섞어 호흡이 가쁜 느낌을 살려 의역하는 것이 소설적 표현으로 자연스럽다.",夏帆　ダメーダメーいっちゃうーいくーいくーいくー,"카호, 다메다메 가버려 가버려 가버려 가버려.","카호, ""안 돼, 안 돼... 가버려, 가버렷, 아, 가버려어...!"""
ーダメーダメ,"안 돼, 안 돼",의성어,"상황에 따라 '안 돼, 안 돼', '아, 안 돼' 등으로 번역하며, 캐릭터의 호흡이나 절정 직전의 긴박함을 살려 문맥에 맞게 감탄사처럼 처리해야 한다. 단순히 부정의 의미를 넘어 캐릭터의 흥분 상태나 저항할 수 없는 느낌을 담아 자연스럽게 의역하는 것이 중요하다.",夏帆　あーあーあーあーダメーダメーいっちゃうよ,"카호, 아아아아 안 돼 안 돼 가버려.","카호, 아, 아아...! 안 돼, 안 돼... 가버려...!"
ズカズカ,"성큼성큼, 쿵쾅쿵쾅",의성어,"상대방의 눈치를 보지 않고 거침없이, 혹은 위압감을 주며 발걸음을 옮기는 모양을 나타낸다. 소설의 문맥에 따라 인물의 성격이나 걸음걸이의 무게감에 맞춰 '성큼성큼' 또는 발소리의 위압감을 강조하는 '쿵쾅쿵쾅' 등으로 의역하는 것이 자연스럽다. 단순히 발소리만 묘사하는 것이 아니라 인물의 태도가 드러나도록 번역해야 한다.",岡本は二人の方に向かってズカズカと步き出した。眼の前にはっきり俺が立ちはだかったら久美子がどんな態度を示すか、見てやりたい気持になったのだ。,오카모토는 두 사람 쪽을 향해 즈카즈카 걷기 시작했다.,오카모토는 두 사람을 향해 성큼성큼 걸어갔다.
シクシク,"훌쩍훌쩍, 흐느끼며",의성어,"작은 소리로 계속해서 우는 모양을 나타낸다. 소설적 문맥에서는 단순히 소리를 묘사하기보다 인물의 슬픔이나 상태를 드러내기 위해 '훌쩍훌쩍 울다', '흐느껴 울다'와 같이 동사와 결합하여 자연스럽게 의역하는 것이 좋다. 상황에 따라 '끅끅' 혹은 '흐느껴' 등으로 변주할 수 있다.",久美子は真っ赤に火照った片頬をシーツにすりつけるようにしてシクシクと泣きじゃくっている。,쿠미코는 시트에 뺨을 비비며 시쿠시쿠 울고 있다.,쿠미코는 새빨갛게 달아오른 한쪽 뺨을 시트에 비벼대며 훌쩍훌쩍 흐느껴 울고 있다.
キリキリ,조여드는,의성어,"통증이 느껴질 정도로 강하게 압박하거나 옥죄는 모양을 나타낸다. 소설적 문맥에서는 단순히 '끼리끼리'와 같은 의성어로 직역하기보다, '조여들다', '죄어오다', '악착같이 조이다' 등 동작의 강도와 고통을 암시하는 동사형 표현으로 의역하는 것이 자연스럽다.",岡本は、久美子が自分で重ね合わせた手首を寝巻の紐でキリキリ縛り始めた。岡本は学生の頃、梱包屋でアルバイトした事があるから縄でものを縛るのは経験がある。しかし、女を縛るのはこれが初めてであった。,오카모토는 쿠미코의 손목을 잠옷 끈으로 키리키리 묶기 시작했다.,오카모토는 쿠미코가 스스로 맞잡은 손목을 잠옷 끈으로 거칠게 조여 묶기 시작했다.
ムチムチ,"탱글탱글한, 육감적인, 살집이 탄력 있는",의성어,"단순히 살이 쪘다는 의미가 아니라, 여성의 신체가 건강하고 탄력 있게 차올라 관능미를 풍기는 상태를 나타낸다. 문맥상 '숨이 막힐 정도로'라는 수식어가 붙어 있으므로, 단순히 '통통한'이라고 하기보다는 '육감적인 곡선'이나 '탄력 넘치는 살결'의 느낌을 살려 소설적으로 의역해야 한다. 상황에 따라 '탱글탱글한', '살집이 오른', '육감적인' 등으로 변주할 수 있다.",ひょっとすると、俺は今度は単なる浮気ではなく、本気になってしまうかも知れぬ、と岡本は感じた。先程、野天風呂の中で見た久美子の息苦しい程にムチムチ引き緊まった官能味のある美しい裸身、底まで冴え渡ったような粘りのある雪白の美肌――それが今でも岡本の眼に焼きついている。そして、その見事な彼女の裸身を今夜、これから賞味する事になるのだろうが、そうすればいよいよ俺は彼女の魅力にとりつかれ、彼女を手渡せなくなってしまうのではないか、といった恐怖に似たものを感じるのだった。,숨이 막힐 정도로 무치무치하게 조여진 관능적인 아름다운 나신.,"숨이 막힐 정도로 육감적이고 탄력 있게 차오른, 관능미 넘치는 아름다운 나신."
ザブザブ,"첨벙첨벙, 철벅철벅",의성어,"물속에서 몸을 움직일 때 나는 소리를 나타낸다. 소설의 관능적이고 묘사적인 분위기를 살리기 위해 단순히 소리만 전달하는 것이 아니라, 물이 튀거나 출렁이는 움직임이 느껴지도록 '첨벙첨벙' 혹은 '철벅철벅'과 같이 문맥에 맞는 의태어를 선택하고 조사와 어미를 자연스럽게 연결하여 의역해야 한다.",久美子は膝から下の下肢で湯をザブザブ音させながら縮みこんでいる岡本の方に近づいて来るのだ。湯に濡れた久美子の太腿は乳色の光沢を湛えて匂うような官能味を盛り上げている。その太腿の付根をほんのり覆い包む漆黒の艶やかな繊毛も湯に濡れて妖艶さを含み、岡本の眼を痛い位に刺激するのだ。それに彼女の乳房の弾力のある美しいふくらみ、腰部の仇っぽい曲線、双臀の見事な盛り上がりなど、全体に息苦しい程の官能味を発散させているようで岡本は忽ち、情欲を煽り立てられ、湯の中でソワソワ身動きをくり返している。,쿠미코는 무릎 아래 하지로 물을 자브자브 소리 내며 웅크리고 있는 오카모토 쪽으로 다가온다.,"쿠미코는 무릎 아래 하지를 첨벙거리며 물소리를 내면서, 몸을 웅크리고 있는 오카모토 쪽으로 다가온다."
チカチカ,깜빡깜빡,의성어,"빛이 약하게 명멸하는 모양을 나타낸다. 문맥상 멀리 떨어진 곳에서 희미하게 보이는 불빛을 묘사하므로, 단순히 빛이 움직이는 느낌보다는 불빛이 끊길 듯 말 듯 이어지는 '깜빡깜빡' 혹은 '가물가물'로 의역하여 거리감과 분위기를 살리는 것이 자연스럽다.",高台になっているので二階からは宝塚方面の粘っこい灯りが小さくチカチカ見えた。このあたりの人通りは途絶えていて街燈の青白い火影が闇の中をぼんやり照らしていた。,2층에서는 다카라즈카 방면의 끈적한 불빛이 작게 치카치카 보였다.,고지대라 그런지 2층에서는 다카라즈카 방면의 끈적한 불빛이 작게 깜빡거리는 것이 보였다.
ギャーギャー,왁자지껄,의성어,"사람들이 모여 시끄럽게 떠들거나 소란을 피우는 모양을 나타낸다. 문맥상 기자들이 특정 인물에 대해 흥분하여 소란스럽게 구는 상황이므로, 단순히 '꺄악꺄악' 같은 비명보다는 집단적인 소란스러움을 나타내는 '왁자지껄', '떠들썩하게', '소란스럽게' 등으로 의역하는 것이 소설적 흐름에 자연스럽다.",「何かといえば西川久美子、西川久美子、と吐かしよって。なんで、東京から来た婦人記者をそんなにチヤホヤしなきゃならないんだ。だからお前達は新聞記者でも背中に田舎者の看板をぶら下げていなきゃならないんだ。ミーハー族みたいにギャーギャー騒ぐな。もう少し、新聞記者らしい自尊心を持て」,미하족처럼 갸갸 소리 지르며 떠들지 마라.,유행에만 민감한 애들처럼 왁자지껄 떠들지 마라.
チャラチャラ,경박하게,의성어,"말이나 행동이 가볍고 진중함이 없는 상태를 나타낸다. 문맥상 칸사이 사투리를 쓰며 가볍게 떠드는 기자들의 태도를 묘사하므로, 단순히 '찰랑찰랑' 같은 물리적 움직임이 아닌 '경박하게', '가볍게', '실없이' 등으로 의역하여 인물의 태도를 자연스럽게 표현해야 한다.",間の抜けた関西弁でチャラチャラやっている俺達関西人記者を見て、あの女、阿呆らしくなってきたいうて帰ってまうの違うやろうか、などと矢田はいい、折井と岡本を笑わせた。,"얼빠진 칸사이 사투리로 차라차라하고 있는 우리 칸사이인 기자를 보고,","얼빠진 칸사이 사투리로 경박하게 떠들어대는 우리 칸사이 출신 기자들을 보며, '저 여자, 한심해져서 집에 가버리는 거 아냐?'라고 야다가 말하자 오리이와 오카모토는 웃음을 터뜨렸다."
タジタジ,"쩔쩔매다, 당황하여 어쩔 줄 모르다",의성어,"상대방의 기세나 상황에 눌려 말문이 막히거나 갈피를 잡지 못하는 상태를 나타낸다. 소설적 문맥에서는 단순히 '당황하다'라고 하기보다, 상대의 페이스에 휘말려 '쩔쩔매는' 모습이나 '기세에 눌린' 상황으로 의역하는 것이 자연스럽다.",タジタジになったところで、カウンターから出てきた珠希さんが俺の後ろを通り抜けた。その瞬間、甘ったるい匂いが鼻腔をくすぐる。,"타지타지 상태가 된 참에, 카운터에서 나온 타마키 씨가 내 뒤를 지나갔다.","내가 쩔쩔매고 있을 때, 카운터에서 나온 타마키 씨가 내 뒤를 지나쳐 갔다."
イチャイチャ,"꽁냥꽁냥, 알콩달콩, 깨볶는",의성어,"연인 사이의 친밀하고 애정 어린 행위를 나타내는 표현이다. 문맥에 따라 '꽁냥거리다', '알콩달콩하다' 등으로 의역하는 것이 자연스럽다. 단순히 '이챠이챠'라고 음차하거나 '성적인 행위'로만 국한하기보다, 연인 특유의 달콤하고 간지러운 분위기를 살려 번역해야 한다.",短い会話の後に見つめ合ったと思ったら、こんどは小さな笑い声が聞こえた。まるで隠れてイチャイチャしているカップルみたいだ。,마치 숨어서 이챠이챠하고 있는 커플 같다.,마치 몰래 꽁냥거리는 커플 같았다.
グダグダ,"투덜투덜, 궁시렁궁시렁, 잔소리",의성어,"말이 길어지거나 앞뒤가 맞지 않는 말을 늘어놓는 모양을 뜻한다. 문맥상 상대방이 계속해서 불평하거나 따지는 상황이므로, 단순히 '구다구다'라고 직역하기보다 '투덜대다', '궁시렁거리다', '잔소리하다' 등 대화의 흐름에 맞춰 자연스러운 한국어 구어체로 의역해야 한다.",「ググってみたけど、あんたの考える素股とは違うわ。やり方は今考え中だから、グダグダ言わないでよ。,"방법은 지금 생각 중이니까, 구다구다 말하지 마.","방법은 지금 생각 중이니까, 너무 투덜대지 좀 마."
